,first name,last name,job,studies,salary
38944,Madison,Campbell,"Scientist, product/process development",secondary,23611.079304079263
38945,Wayne,Graham,Intelligence analyst,primary,18852.641346424567
38946,Jennifer,Payne,"Engineer, manufacturing systems",secondary,21006.581093480923
38947,Harry,Mccoy,Surgeon,tertiary,31874.606227957418
38948,Matthew,Perez,Biomedical scientist,secondary,21249.010697877926
38949,Holly,Rasmussen,Associate Professor,primary,16991.824222870015
38950,Vanessa,Daniel,Youth worker,tertiary,29434.28716857943
38951,Robert,Ford,Advertising copywriter,primary,18961.465911510993
38952,Amy,Ferguson,Public librarian,tertiary,29237.66428252272
38953,John,Trevino,Site engineer,primary,18730.263239736436
38954,Tiffany,Harris,Farm manager,secondary,21950.202536711495
38955,Mitchell,Nolan,"Scientist, forensic",primary,16391.61013138514
38956,Nicole,Thomas,Hotel manager,secondary,20804.576431490794
38957,Monique,Parker,Museum/gallery exhibitions officer,primary,18691.62171658053
38958,Melissa,Foster,Ophthalmologist,secondary,23502.39228949917
38959,Annette,Orozco,Mental health nurse,primary,16774.40454797297
38960,Robert,Gonzalez,Marine scientist,secondary,22538.312407043755
38961,Stephanie,Waters,Theme park manager,primary,16041.564573373644
38962,Stacey,Goodman,"Accountant, chartered",tertiary,29715.353307618374
38963,Brian,Harris,Visual merchandiser,primary,18118.704370596
38964,Kara,Williams,"Designer, interior/spatial",secondary,22981.5514013837
38965,Nina,Lopez,Higher education careers adviser,primary,19316.850441409275
38966,Molly,Carter,Print production planner,secondary,22362.311954451838
38967,Morgan,Huynh,Glass blower/designer,primary,17530.503433400878
38968,Tonya,Schmidt,"Scientist, product/process development",secondary,21895.15056239013
38969,Katrina,Miller,Accommodation manager,secondary,20806.216111498477
38970,Thomas,Dixon,"Engineer, water",primary,16629.46874980465
38971,Judy,Miller,"Lecturer, further education",primary,19710.267025777124
38972,Danielle,Moss,"Engineer, civil (contracting)",primary,17894.238440373363
38973,Kenneth,Santos,Software engineer,primary,19663.412929237544
38974,Jennifer,Good,Chartered management accountant,primary,17656.54822667168
38975,Barbara,Williams,Air traffic controller,secondary,21204.182777651455
38976,Alicia,Cunningham,Counselling psychologist,secondary,22241.65642300356
38977,Nathaniel,Rowe,International aid/development worker,secondary,22651.253256045704
38978,Heather,Reed,Hotel manager,primary,17374.842524613672
38979,Heather,Williams,Geophysicist/field seismologist,primary,20418.69414971955
38980,Rebecca,Wilcox,Horticultural therapist,primary,16178.269059350081
38981,Craig,Short,Best boy,primary,17909.982763898017
38982,Corey,Jimenez,"Designer, ceramics/pottery",primary,17269.641203087423
38983,Isabella,Maldonado,Technical sales engineer,tertiary,29725.29499951423
38984,Katie,Harris,Ship broker,primary,17899.73418258981
38985,Timothy,Bishop,Technical author,primary,18510.070233547387
38986,April,Gonzalez,Patent examiner,primary,18321.93578289061
38987,Kelsey,White,Associate Professor,primary,18596.0170609212
38988,John,Wolfe,Hotel manager,primary,18013.916508202452
38989,Christopher,Jordan,Public librarian,tertiary,29365.219583610444
38990,Jodi,Williams,Chief Operating Officer,primary,18347.805986234725
38991,Natasha,Sanchez,Public relations officer,primary,19581.97997695065
38992,Jason,Brooks,Meteorologist,primary,18701.905556156482
38993,Douglas,Frazier,"Production assistant, radio",primary,17561.438569680457
38994,Margaret,Wilson,Consulting civil engineer,primary,16304.181054896286
38995,Laura,Williams,Hospital doctor,primary,18606.207000793223
38996,Elizabeth,Garza,Environmental consultant,secondary,21879.867556335055
38997,Shannon,Hunter,Hospital pharmacist,secondary,22492.55871703341
38998,Jeremy,Gates,Hydrographic surveyor,primary,18994.528475600804
38999,Andre,Jones,Oceanographer,primary,20070.221613586145
39000,Steven,Smith,Marine scientist,secondary,20523.65772455191
39001,Roy,Campbell,Early years teacher,secondary,21416.76172244269
39002,Rachael,Wilson,"Therapist, drama",secondary,20610.983810638274
39003,David,Conrad,Dietitian,primary,17786.912705740488
39004,Roy,Savage,Midwife,primary,18052.597813758817
39005,Denise,Mccann,"Designer, graphic",tertiary,30095.124621404033
39006,Stacey,Watson,Hydrologist,primary,16989.80419616584
39007,Wanda,Edwards,Architect,secondary,22001.570631850682
39008,Darlene,Harris,Occupational psychologist,tertiary,29828.814871340335
39009,Christian,Myers,Financial controller,secondary,21564.75465474395
39010,Mark,Byrd,"Lighting technician, broadcasting/film/video",secondary,22354.551805097544
39011,Lindsey,Allen,Learning disability nurse,primary,17416.729022467476
39012,Kim,Porter,Commercial art gallery manager,primary,18990.656548516752
39013,Pamela,Soto,Early years teacher,tertiary,29220.461167261627
39014,Cheryl,Bishop,Diplomatic Services operational officer,primary,17267.202214287354
39015,Adam,Jones,Sport and exercise psychologist,secondary,22603.210553986053
39016,Juan,Buck,"Scientist, audiological",tertiary,29491.812447611093
39017,Elizabeth,Hardy,"Sound technician, broadcasting/film/video",secondary,21714.414430002515
39018,Amanda,Jensen,Emergency planning/management officer,primary,17648.738253905114
39019,Christian,Myers,Graphic designer,primary,17566.147919561015
39020,Robert,Ibarra,"Engineer, maintenance (IT)",primary,16975.519032760032
39021,Stephanie,Russell,Wellsite geologist,primary,18327.922960561613
39022,Steven,Reynolds,"Therapist, nutritional",primary,19033.18649413645
39023,James,Frank,Microbiologist,primary,20798.24584740556
39024,Robert,Petersen,Multimedia specialist,primary,17543.591004491776
39025,Benjamin,Vaughan,Clinical molecular geneticist,tertiary,30457.530970915515
39026,David,Hudson,Corporate investment banker,primary,18799.65226327133
39027,Jeffery,Sanchez,Arts development officer,primary,16710.847024262555
39028,Stephanie,Nelson,"Therapist, music",primary,18024.848830915773
39029,Darren,Huffman,Dancer,primary,16214.914629957751
39030,Danielle,Hill,Financial planner,primary,16578.816505192368
39031,David,Olson,Garment/textile technologist,primary,17023.563498924937
39032,Dean,Mitchell,Hydrographic surveyor,primary,15323.827168285901
39033,Nathan,Herrera,Records manager,primary,17618.855415843245
39034,Scott,Smith,Professor Emeritus,secondary,22488.323742497585
39035,Nathan,Higgins,Video editor,primary,17885.11340037883
39036,Jessica,Macdonald,Psychiatrist,tertiary,31205.899132304705
39037,Michael,Dixon,Housing manager/officer,primary,18700.15797063078
39038,Todd,Smith,"Journalist, newspaper",primary,17636.803959654
39039,Eric,Mccoy,Field seismologist,secondary,22806.82937959838
39040,Brandon,Hayes,Publishing rights manager,primary,17943.729907976664
39041,Alan,Brown,Midwife,primary,18930.983431257766
39042,Brett,Mccann,Immigration officer,primary,16672.545090238873
39043,Pamela,Harris,Acupuncturist,primary,17450.146250501217
39044,Collin,Powell,Public affairs consultant,primary,18103.840789694437
39045,Andrew,Small,Health visitor,primary,18123.33080847769
39046,Kimberly,Taylor,Learning mentor,secondary,21803.67496332554
39047,Carolyn,Lee,Art therapist,primary,18826.383099828065
39048,Melissa,Adams,Advertising art director,primary,18378.155590624792
39049,Denise,Richard,"Producer, radio",primary,17308.75740258712
39050,Caroline,Palmer,"Conservator, furniture",tertiary,28685.833422987536
39051,Michael,Cunningham,Learning disability nurse,primary,18791.128137808744
39052,Shawn,Watson,Seismic interpreter,secondary,21898.460539316977
39053,Holly,Brooks,Textile designer,primary,18893.25681735313
39054,Emma,Burnett,Applications developer,secondary,23020.842386098073
39055,Jesse,Deleon,Research scientist (maths),primary,19427.378205051817
39056,Jessica,Robertson,Advertising art director,primary,17500.992590470756
39057,Joshua,Bolton,Chief Strategy Officer,primary,17578.306206402667
39058,Amy,Moon,Structural engineer,secondary,22823.497247454525
39059,James,Henry,Diagnostic radiographer,primary,18163.56500492753
39060,Paul,Romero,Theatre manager,primary,19155.753486047648
39061,Kathleen,Benjamin,Advertising copywriter,primary,20418.69414971955
39062,Paul,Peterson,Naval architect,secondary,22808.594372536125
39063,Dawn,Underwood,Facilities manager,primary,17614.98688024916
39064,Phillip,Hawkins,Energy manager,primary,19298.25687467388
39065,Christy,Williams,Speech and language therapist,primary,16914.99081393013
39066,Benjamin,Branch,Engineering geologist,secondary,21940.13609291933
39067,Denise,White,"Designer, graphic",secondary,22845.205127938705
39068,Bradley,Allen,Public relations officer,primary,17580.639933745675
39069,Benjamin,Patterson,"Radiographer, therapeutic",primary,17150.074809149766
39070,Kathleen,Sherman,Equities trader,primary,18371.012945007184
39071,Brandy,Daniel,Health visitor,primary,18902.384963682118
39072,Tanner,Lewis,Quantity surveyor,primary,17172.705866230142
39073,Edward,Joyce,Equities trader,primary,17137.313129108566
39074,Ryan,Key,Armed forces operational officer,primary,17129.07816337216
39075,Mark,Rodriguez,Civil Service fast streamer,primary,17628.79279124928
39076,Francisco,Mack,Fast food restaurant manager,primary,19011.63130562167
39077,Natasha,Cline,Human resources officer,primary,16568.736918259372
39078,Anthony,Edwards,Artist,tertiary,29002.71125168504
39079,Stephanie,Williams,Television production assistant,secondary,21829.176676236304
39080,Jimmy,Nunez,Location manager,primary,18497.441651379937
39081,Jennifer,Taylor,Newspaper journalist,primary,17214.166127351164
39082,Teresa,Boyle,Public affairs consultant,primary,18653.081573963515
39083,Richard,Smith,Tax inspector,primary,20653.095511403797
39084,William,Mccullough,Legal secretary,primary,18315.54952264112
39085,Andrew,English,Physiological scientist,primary,17756.052096302927
39086,Vanessa,Lynch,"Engineer, aeronautical",tertiary,30609.49148224288
39087,David,Hernandez,Insurance underwriter,primary,19045.91219938542
39088,Matthew,Simpson,Visual merchandiser,tertiary,31070.467210013783
39089,Kevin,Mayer,"Engineer, building services",primary,17209.23063331234
39090,Janet,Myers,"Investment banker, corporate",primary,19155.231237256507
39091,Sandra,Brown,Sports development officer,primary,16862.918728201457
39092,Matthew,Collins,Sports administrator,secondary,21323.487889828193
39093,Robert,Russell,Financial risk analyst,secondary,23651.147243296728
39094,Matthew,Ingram,"Engineer, civil (consulting)",primary,18909.168544912165
39095,David,Martinez,"Conservator, furniture",primary,18123.64526817453
39096,William,Campos,General practice doctor,primary,17426.09562282419
39097,John,Baldwin,Advertising account executive,primary,18148.796912411835
39098,Joseph,Taylor,Advice worker,primary,15596.577103775013
39099,Patricia,Monroe,"Engineer, water",secondary,22469.804964247924
39100,Tammy,Henderson,Animal nutritionist,primary,19893.443451021867
39101,Theresa,Hanson,Wellsite geologist,primary,18442.82330993527
39102,Michelle,Lewis,Environmental health practitioner,tertiary,29025.954486714894
39103,Alexander,Schneider,Further education lecturer,secondary,21648.345146928656
39104,Darren,Graham,Further education lecturer,primary,18820.750700277324
39105,Mackenzie,Mathews,"Presenter, broadcasting",primary,19244.09479427569
39106,Monica,Kelley,Chief Marketing Officer,secondary,22541.8669138417
39107,Emily,Willis,Conference centre manager,primary,18699.523839692178
39108,Gregory,Taylor,Outdoor activities/education manager,primary,16518.590907508657
39109,James,Moss,Information systems manager,secondary,21510.56180214343
39110,Megan,Lucas,Horticultural consultant,secondary,22478.666987596484
39111,Isaac,Price,"Administrator, education",primary,18988.24783166978
39112,Richard,Zuniga,Airline pilot,primary,17382.36231987417
39113,Patricia,Brown,Cabin crew,primary,18133.680152510024
39114,Emma,Miller,Commercial/residential surveyor,secondary,22903.345472650482
39115,Luis,Jackson,"Surveyor, mining",primary,17561.398368896742
39116,Michael,Morgan,Armed forces operational officer,secondary,22617.577975891665
39117,Travis,Dougherty,"Nurse, children's",primary,19601.54747596468
39118,Karen,Mcdonald,Medical laboratory scientific officer,primary,18571.40447845722
39119,Vernon,Phillips,Building control surveyor,secondary,21867.23461914876
39120,Douglas,Williams,"Designer, textile",primary,19585.25961477518
39121,Kelly,Williams,Civil Service administrator,tertiary,30936.61436430469
39122,Sydney,Pena,Chartered management accountant,primary,17118.495967521852
39123,Thomas,Howell,Musician,primary,17798.790890230786
39124,Zachary,Wells,Commissioning editor,primary,19085.190613231553
39125,Tammy,Garcia,"Programmer, multimedia",primary,17808.195037148856
39126,Joe,Crawford,Retail merchandiser,primary,18218.69412999693
39127,Sheryl,Merritt,Neurosurgeon,secondary,23566.993543090615
39128,Mark,Phillips,Economist,primary,17900.741009478683
39129,Karen,Green,Veterinary surgeon,secondary,20944.635027295917
39130,Mark,Cardenas,Research scientist (physical sciences),primary,17870.645433875612
39131,Alejandro,Jackson,"Engineer, site",primary,18312.456149723526
39132,Alexis,Herring,"Psychotherapist, dance movement",secondary,22708.20927247624
39133,Kristen,Walker,Biomedical scientist,secondary,22560.345814540022
39134,Molly,Galvan,Tax adviser,primary,16111.689524398302
39135,Keith,Elliott,Equality and diversity officer,primary,18261.880663287942
39136,Karen,Carpenter,Arts development officer,primary,19475.82794219282
39137,Kimberly,Collins,"Teacher, secondary school",secondary,20936.183384184696
39138,Kayla,Young,"Secretary, company",primary,20741.843197044785
39139,David,Porter,Plant breeder/geneticist,tertiary,30289.99205402014
39140,Alexis,Castro,"Scientist, marine",primary,17769.49154295858
39141,Jackie,Thomas,Museum/gallery curator,primary,19798.656706871236
39142,Nathan,Wallace,"Administrator, arts",tertiary,31300.574247860895
39143,Susan,Maldonado,Multimedia specialist,primary,19620.141255510127
39144,Steven,Russell,Probation officer,tertiary,30000.044719259175
39145,Renee,Henderson,Plant breeder/geneticist,secondary,20698.316877172892
39146,Daniel,Lee,Sales executive,tertiary,28910.482651242717
39147,Michelle,Fox,Civil Service administrator,secondary,21019.307635848807
39148,Christopher,Williams,Research scientist (physical sciences),primary,19119.49732168777
39149,Catherine,Walter,English as a foreign language teacher,primary,16387.792390376882
39150,Steven,King,Retail manager,secondary,20461.040384912892
39151,Michael,Brady,"Restaurant manager, fast food",primary,17411.63021765584
39152,Christopher,Brown,Television floor manager,primary,16663.331999328722
39153,David,Mccoy,"Pharmacist, hospital",primary,17949.384116147074
39154,Austin,Thompson,Chartered certified accountant,primary,17664.929802993876
39155,Hannah,Martinez,Civil Service administrator,secondary,20589.615032033435
39156,Richard,Sharp,Science writer,primary,17024.192907748944
39157,Andrea,Jones,"Investment banker, corporate",primary,17030.95242741664
39158,Regina,Griffin,Retail merchandiser,secondary,20354.048160323844
39159,Gary,Armstrong,"Engineer, mining",secondary,21166.404030066104
39160,Courtney,Thompson,"Pilot, airline",primary,17918.066909865032
39161,Brian,Campbell,"Conservation officer, historic buildings",primary,17546.999790354348
39162,Stephen,Guerrero,Bonds trader,primary,17704.756359470648
39163,David,Monroe,"Buyer, retail",primary,19641.450767376562
39164,Matthew,Murray,"Surveyor, planning and development",primary,18951.606776773322
39165,David,Johnson,Biomedical scientist,primary,15758.988707575492
39166,Tracie,Nash,Television/film/video producer,primary,17076.527074644793
39167,Danielle,Bailey,Teaching laboratory technician,primary,17066.220555763786
39168,Caitlin,Washington,Regulatory affairs officer,primary,16920.846077038826
39169,Randy,Tucker,Water quality scientist,primary,17956.116316544412
39170,Catherine,Smith,Teaching laboratory technician,primary,16879.768833840837
39171,Benjamin,Johnson,"Therapist, occupational",secondary,22099.55129365781
39172,Maria,Patterson,Analytical chemist,primary,19500.217207777874
39173,Johnny,Randall,Call centre manager,primary,17164.894915802735
39174,Sharon,Miller,Database administrator,primary,17713.91041124923
39175,Yesenia,Holmes,Mudlogger,tertiary,29699.879240538245
39176,Lauren,Richardson,"Production assistant, television",primary,18598.141228506625
39177,Anne,Garza,Firefighter,primary,19708.35175885662
39178,Gregory,Ramirez,Lawyer,secondary,21856.421996828132
39179,Jessica,Brown,Writer,secondary,21525.867720854945
39180,Carla,Berger,Haematologist,tertiary,28709.811467419313
39181,Amy,Solis,Licensed conveyancer,primary,17645.49797930909
39182,Aaron,Hudson,"Engineer, agricultural",primary,19145.09795369023
39183,Courtney,Long,Operational researcher,secondary,21473.525122242056
39184,Trevor,Yates,Architect,primary,18889.9318395316
39185,Jonathan,Sanchez,Dispensing optician,primary,17515.832875682918
39186,Jeffrey,Serrano,Amenity horticulturist,secondary,21981.450817598085
39187,Tracy,Ferguson,Risk analyst,primary,18710.620480921247
39188,William,Hernandez,Engineering geologist,primary,18399.81684104633
39189,Jeremiah,Allen,"Scientist, physiological",primary,17727.734308584848
39190,Terry,Schmidt,Financial planner,secondary,22979.952202423196
39191,Jared,Blake,"Runner, broadcasting/film/video",primary,17038.826356539437
39192,Leslie,Cameron,Physiotherapist,primary,16189.14209044327
39193,Thomas,Thomas,Civil Service administrator,primary,16537.728349539575
39194,Jennifer,Brown,Diplomatic Services operational officer,primary,19431.41348882135
39195,Linda,Callahan,Magazine journalist,primary,18428.41230338652
39196,Julie,Martinez,Video editor,secondary,22424.24270283351
39197,Tiffany,Buchanan,Historic buildings inspector/conservation officer,primary,19443.959230824978
39198,John,Duncan,Theatre stage manager,secondary,20740.317638077868
39199,Joshua,Mcintosh,Sports coach,primary,18167.965036739814
39200,Brittany,Lyons,Physiotherapist,primary,15010.66172730499
39201,Stephen,Garner,Pathologist,secondary,22790.644456563616
39202,Melanie,Jackson,Air broker,primary,17692.969878908396
39203,Matthew,Griffith,Research scientist (medical),secondary,21526.042088710114
39204,Marissa,Roach,Chartered management accountant,tertiary,29909.217983688286
39205,Elizabeth,Brooks,Management consultant,primary,17220.241825078407
39206,Ryan,Hawkins,"Administrator, Civil Service",primary,17697.135795289287
39207,Michael,Herman,Medical illustrator,primary,17931.228978137446
39208,Joshua,Johnson,"Scientist, clinical (histocompatibility and immunogenetics)",tertiary,29750.843764590354
39209,Kristen,Alvarez,"Sound technician, broadcasting/film/video",primary,19777.552764378524
39210,Jocelyn,Carr,"Nurse, adult",primary,17843.174513284575
39211,Brandon,Strong,Surgeon,secondary,21797.002879992888
39212,Candace,Aguirre,Toxicologist,primary,17886.327207685707
39213,Brittany,Vang,Social researcher,primary,17848.761056139978
39214,Victoria,Gates,"Lighting technician, broadcasting/film/video",secondary,21751.422372189714
39215,Gail,Wood,"Geologist, wellsite",tertiary,30693.19277257829
39216,Kristine,Perkins,Theatre director,primary,18359.4091831685
39217,Dan,Mullins,Ergonomist,primary,17058.093917006667
39218,Lucas,Mcdonald,"Programmer, applications",primary,16196.49675382859
39219,Jesse,White,Quarry manager,primary,16717.642552022608
39220,Patricia,Coleman,Glass blower/designer,secondary,21724.220174293434
39221,Diana,Boone,"Designer, fashion/clothing",tertiary,28677.376158011473
39222,Marissa,Lopez,Trade mark attorney,primary,15276.253056867612
39223,Ruth,Price,Agricultural consultant,tertiary,30453.80255230147
39224,Elizabeth,Mclaughlin,Medical laboratory scientific officer,secondary,20984.437709066526
39225,Penny,Mills,Fisheries officer,primary,17813.215599475683
39226,Maria,Edwards,Pharmacologist,secondary,22052.998495490912
39227,Cory,West,Structural engineer,primary,17212.031226791056
39228,Shirley,Hernandez,Clinical embryologist,primary,18196.285882401422
39229,Nicole,Smith,Primary school teacher,primary,16797.392841848527
39230,Angela,Arroyo,Translator,primary,18276.624289918476
39231,Michael,Wilkinson,Audiological scientist,secondary,22472.07644423445
39232,Victor,Brown,Special effects artist,primary,17563.12747272536
39233,Lisa,Walls,Agricultural consultant,primary,18596.21254464222
39234,Dakota,Pittman,Chief Marketing Officer,primary,19260.01385136464
39235,Zachary,Benjamin,Orthoptist,secondary,23507.864009623827
39236,Amy,Grant,IT trainer,secondary,22832.904299687907
39237,Nicole,Ortiz,Animal nutritionist,primary,18245.68109683136
39238,Mark,Gonzalez,Personnel officer,primary,17465.691058398435
39239,Barbara,Gilmore,Fisheries officer,primary,18732.539998020922
39240,Barbara,Browning,Special educational needs teacher,secondary,21405.740751727797
39241,Jamie,Eaton,Intelligence analyst,primary,18912.89544059665
39242,Christopher,Smith,Bookseller,secondary,21974.83708508044
39243,Raymond,Gilbert,"Editor, commissioning",primary,17910.57797739125
39244,Cheryl,Wright,Financial adviser,primary,17900.084286504247
39245,Lance,Adams,"Teacher, special educational needs",primary,19537.489175150924
39246,Caroline,Wilson,Mudlogger,secondary,22040.3350899809
39247,Steven,Richmond,Clinical molecular geneticist,secondary,21914.316457774225
39248,Wanda,Gonzalez,Midwife,tertiary,30808.788591314405
39249,Brian,Richards,Newspaper journalist,primary,18624.345023678656
39250,Andrew,Wilson,Scientific laboratory technician,primary,19829.11563619148
39251,Jennifer,Arroyo,Conference centre manager,primary,18640.386097431372
39252,Rebecca,Reyes,Freight forwarder,primary,19180.537538233802
39253,Kathleen,Harvey,"Teacher, music",primary,18917.512011395356
39254,Douglas,Garcia,"Research officer, trade union",primary,19510.646616333524
39255,Rebecca,Garza,"Programmer, systems",primary,18546.858433542406
39256,Kara,Castro,"Teacher, secondary school",primary,18299.57616047837
39257,Timothy,Thompson,Occupational psychologist,primary,17032.42615296939
39258,Daniel,Henson,"Pharmacist, community",tertiary,29088.620628949786
39259,Nichole,Gonzalez,Web designer,secondary,22214.20095973424
39260,Destiny,Richards,Training and development officer,tertiary,31985.54522018333
39261,Matthew,Preston,Exhibition designer,tertiary,29390.312119130842
39262,Deanna,Mendez,Architect,secondary,22028.696940018515
39263,Jason,Cook,Midwife,primary,19406.82704269715
39264,Maxwell,Bates,Musician,primary,18720.16115297952
39265,Jacob,Zuniga,IT consultant,primary,18924.909255037117
39266,Damon,Harris,Health physicist,secondary,21192.04480653497
39267,Jackie,Hill,English as a second language teacher,primary,19207.206408549348
39268,Eric,Davenport,Film/video editor,primary,18603.36552781244
39269,Frank,Bernard,Conference centre manager,primary,19774.19591043867
39270,Jennifer,Ramos,Patent attorney,primary,18226.661064758286
39271,Ashley,Holmes,Acupuncturist,primary,18546.858433542406
39272,Andrew,Harrison,Systems analyst,secondary,22715.830605210573
39273,Ryan,Price,Musician,primary,18245.41543090652
39274,Michael,Woods,Pharmacologist,primary,15719.415496477463
39275,Henry,Rodriguez,Environmental manager,tertiary,28747.43236342137
39276,Leslie,Gray,Multimedia specialist,secondary,20140.737414936506
39277,Kelsey,Wilson,Hospital pharmacist,tertiary,30199.197880187403
39278,Dakota,Green,Accounting technician,tertiary,31610.21294868326
39279,Joseph,Lang,Landscape architect,primary,17545.874664950108
39280,Brandy,Gibson,Aid worker,primary,14715.228334429008
39281,Tiffany,Porter,Colour technologist,primary,17628.395728222415
39282,William,Davis,Adult nurse,primary,18258.81900758722
39283,Kimberly,Cohen,"Journalist, magazine",secondary,22175.300112413526
39284,Joseph,Ortiz,"Surveyor, land/geomatics",tertiary,31003.210653603506
39285,John,Woodard,"Scientist, product/process development",secondary,21517.62321750819
39286,Rachel,Clark,Materials engineer,secondary,23082.12933238289
39287,Jacob,Wilkins,"Scientist, research (maths)",secondary,20078.741229439034
39288,Marcus,Pitts,Chartered certified accountant,primary,18084.01980796412
39289,Pamela,Ward,Airline pilot,secondary,23495.289592233352
39290,Emily,Cook,Medical laboratory scientific officer,secondary,20768.976196272364
39291,Patricia,Proctor,Art therapist,primary,16991.958159197162
39292,Benjamin,Rhodes,Probation officer,primary,18613.27888993267
39293,James,Wiley,"Surveyor, commercial/residential",primary,17981.421115701927
39294,Jessica,Callahan,Psychiatric nurse,primary,19990.00534081367
39295,John,Jones,Computer games developer,secondary,20982.21520629916
39296,John,Harris,Financial adviser,primary,18133.983633533255
39297,Wendy,Graham,Translator,primary,16850.43540225702
39298,Tina,Cole,Probation officer,primary,19692.323726618848
39299,Anthony,Merritt,Water quality scientist,primary,16392.70568234505
39300,Nicole,Coleman,"Journalist, broadcasting",secondary,23306.757996173674
39301,Joseph,Day,"Engineer, aeronautical",secondary,22964.387288655966
39302,Carolyn,Castillo,Biomedical scientist,tertiary,29913.07918799494
39303,John,Boyd,"Administrator, local government",primary,17071.014167114852
39304,Thomas,Martin,"Librarian, public",secondary,22233.170004431093
39305,Jason,Evans,Fisheries officer,primary,17126.628711499972
39306,Dennis,Bryant,Geophysical data processor,secondary,23126.194490253725
39307,Corey,Johnson,Biomedical scientist,primary,16297.342612618331
39308,Jason,Benitez,Purchasing manager,primary,17436.51812055775
39309,Laura,Kelley,Geochemist,secondary,22406.500226302767
39310,Anthony,Gutierrez,Commercial art gallery manager,primary,18327.922960561613
39311,Tonya,Mcintyre,Child psychotherapist,secondary,20262.86368814709
39312,Ronald,Hill,"Programmer, systems",tertiary,29082.56784703062
39313,Gary,Holmes,Operational researcher,primary,17651.37924513586
39314,Andrew,White,Music tutor,primary,18273.0987613971
39315,Jeffrey,Walls,Accounting technician,secondary,22527.93328130061
39316,Kathleen,Copeland,Further education lecturer,primary,17205.006644383706
39317,Valerie,Jefferson,Textile designer,primary,17302.773463122216
39318,Jennifer,Garza,Conference centre manager,secondary,21162.621938936798
39319,Andrea,Taylor,"Surveyor, minerals",secondary,21123.975186830383
39320,John,Griffith,Film/video editor,primary,16249.636358201291
39321,Evelyn,Poole,Private music teacher,primary,17427.275912266457
39322,Gene,Thompson,"Programmer, multimedia",primary,20153.509505860628
39323,Sharon,Bryant,Technical author,primary,19497.79855338983
39324,Leah,Cross,"Therapist, music",tertiary,30414.998117842744
39325,Charles,Goodman,"Teacher, special educational needs",secondary,20652.303306521575
39326,Benjamin,Sweeney,Public relations officer,primary,16648.92636438918
39327,Alexis,Anderson,"Lecturer, further education",secondary,22210.94588412168
39328,Monica,Morgan,"Therapist, drama",primary,17113.23974827801
39329,Kristina,Solomon,Theatre director,primary,16748.206453549144
39330,Michele,Patterson,Animal technologist,primary,17819.68130283366
39331,John,Perkins,Medical physicist,primary,17409.563898776585
39332,Jasmine,Smith,Insurance broker,primary,17966.88805160879
39333,Sara,Clark,"Engineer, manufacturing systems",primary,17885.11340037883
39334,James,Peters,"Pharmacist, community",primary,18557.82803254475
39335,Tyler,Allen,Multimedia programmer,secondary,20708.51009749703
39336,Allen,Carpenter,Oceanographer,primary,18896.973687200152
39337,Anna,York,Accommodation manager,tertiary,29952.685629784097
39338,William,Andrews,"Scientist, research (physical sciences)",primary,17469.873595252495
39339,Michael,Hanson,Fisheries officer,secondary,20523.65772455191
39340,Danielle,Pruitt,"Teacher, primary school",secondary,22175.56916582914
39341,Edward,Mills,Electronics engineer,primary,16657.05279490845
39342,Sandra,Boone,Land/geomatics surveyor,secondary,20636.386209364762
39343,Thomas,Ramos,Museum/gallery exhibitions officer,secondary,22976.46897366579
39344,Philip,Esparza,"Therapist, nutritional",primary,17535.25292954002
39345,Brian,Martinez,Insurance risk surveyor,primary,18818.838838502856
39346,Maria,Fitzgerald,Clinical molecular geneticist,primary,18518.119280389685
39347,Nicholas,Harris,TEFL teacher,primary,17486.822687605098
39348,Joel,Black,Magazine journalist,primary,17675.70284006274
39349,Mark,Huynh,Secondary school teacher,secondary,23016.3355045147
39350,Annette,Brown,Armed forces technical officer,secondary,22400.791401170165
39351,Morgan,Barrett,Community pharmacist,tertiary,32030.103591973573
39352,Michael,Quinn,"Engineer, aeronautical",tertiary,31824.114614475384
39353,Deborah,Reyes,"Teacher, primary school",secondary,20789.466544668307
39354,Jeffrey,Cohen,Drilling engineer,primary,19061.10846381741
39355,Marc,Robinson,"Engineer, electrical",primary,17394.267570001037
39356,William,Stuart,Press photographer,primary,17017.985569161672
39357,Jason,Green,Therapeutic radiographer,tertiary,29830.606131287146
39358,Shawna,Huff,Plant breeder/geneticist,tertiary,29307.347612799156
39359,Amy,Walker,"Therapist, speech and language",primary,18800.7425301028
39360,Laura,Edwards,Magazine journalist,tertiary,29957.815128139202
39361,Thomas,Glenn,Stage manager,primary,17253.341321822158
39362,Joshua,Johnson,Barrister's clerk,primary,17345.88670912729
39363,Kristie,Stephens,Forensic psychologist,primary,18588.95489603833
39364,Joseph,Bishop,Software engineer,secondary,22851.865313700226
39365,Nicholas,Howell,Air traffic controller,primary,19243.84552466077
39366,Eugene,Schwartz,Translator,secondary,22368.949024806185
39367,Nancy,Moore,Osteopath,secondary,19005.465933256255
39368,Debbie,Moore,Sports coach,primary,17266.650537249643
39369,Ralph,Humphrey,Seismic interpreter,primary,17458.369190622623
39370,Sharon,Williams,Applications developer,secondary,21480.571453861234
39371,Bradley,Collins,"Designer, television/film set",secondary,22940.77210796079
39372,William,Smith,"Engineer, site",primary,16603.867669337178
39373,Mary,Estrada,Youth worker,primary,16820.998406904062
